address,alias,type,malicious
0x2594d80da5f2e4f742d1e479eb9408aad132d0bd, MCP Appliance (MCPA),Token,False
0xf06059f01f6f08a603c939359a0a1186f7687685, MCP Citizen (MCPC),Token,False
0xba7a1265933be28ee36841f8c2170d51688b365d, MCP Pack (MCPP),Token,False
0x56f123785b54978c6c0b117f15d3ee69eb9bf6c8, MCP Pet (MCPP),Token,False
0x98ff4553a3dcbf5e4ff8b5d4cc6fb763b6f20174, MCP Resource (MCPR),Token,False
0x737fa0372c8d001904ae6acaf0552d4015f9c947, MEDIBIT (MEDIBIT),Token,False
0xe154d54890c35634ca525d543ed58c741af7cf7a, MEDIKEY (MKEY),Token,False
0x66186008c1050627f979d464eabb258860563dbe, MediShares (MDS),Token,False
0xfd1e80508f243e64ce234ea88a5fd2827c71d4b7, MEDX TOKEN (MEDX),Token,False
0xe54bed429c033bae5cb0747efa0f41beefd9e99a, MeetToken (MTT),Token,False
0x0cca9e89e98fac947678b12c3923ac36eec3ea74, Melior (MEL),Token,False
0xec67005c4e498ec7f55e092bd1d35cbc47c91892, Melon Token (MLN),Token,False
0x6ff313fb38d53d7a458860b1bf7512f54a03e968, Mero Currency (MRO),Token,False
0x322f4f6a48329690957a3bcbd1301516c2b83c1f, MesChain (MES),Token,False
0x420167d87d35c3a249b32ef6225872fbd9ab85d2, MESG (MESG),Token,False
0x5874548c51822da642661b235e101d6d636b6feb, MESSE Coin (MESSE),Token,False
0xde2f7766c8bf14ca67193128535e5c7454f8387c, Metadium (META),Token,False
0xf433089366899d83a9f26a773d59ec7ecf30355e, Metal (MTL),Token,False
0x1bf2b7d4f859cd82b86226b1eae88ef47cfc5678, MetalStream (MTLSTR),Token,False
0xdd553c35e1dd65ec04abe9b4107c2630b6f10563, MetalStream Gold (MSGLD),Token,False
0xa3d58c4e56fedcae3a7c43a725aee9a71f0ece4e, Metronome (MET),Token,False
0x7de2d123042994737105802d2abd0a10a7bde276, MEXC Token (MEXC),Token,False
0x05d412ce18f24040bb3fa45cf2c69e506586d8e8, MFTU (MFTU),Token,False
0x23ccc43365d9dd3882eab88f43d515208f832430, MidasProtocol (MAS),Token,False
0xf6ececfa69042b24b1a290fa14fc140d110fa8ee, MillionDollarDapp (MDAPP),Token,False
0x222728c202e7164dfbd127181d46409338c4328e, MIND Token (MIND),Token,False
0x3a1237d38d0fb94513f85d61679cad7f38507242, Mindexcoin (MIC),Token,False
0x5d64d850c8368008afb39224e92ad0dceff3cf38, MINDOL (MIN),Token,False
0xb26631c6dda06ad89b93c71400d25692de89c068, Minds (MINDS),Token,False
0x75387e1287dd85482ab66102da9f6577e027f609, MindsyncAI (MAI),Token,False
0x0168703872fa06741ecaa9dff7803168e83f7ae0, MIRO (MIRO),Token,False
0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb, Mithril Token (MITH),Token,False
0xe4e2daf5f7f0c1c35df922c5d9340913edecc8e8, Mnoer (MNR),Token,False
0x97cb5cc1b2e10cc56dc16ab9179f06dfedbe41a2, MobilinkToken (MOLK),Token,False
0x3c6da7763caa0e4b684bbc733f04a8ec08af3762, MODEL-X-coin (MODX),Token,False
0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e, Modum Token (MOD),Token,False
0x9709bb5ce25fcd6f9786d3e4ccf422717367473c, MoFlux - Boomtown Set (MFBT),Token,False
0x3e6941521c85c7233632bf76e3adb05db8e2f1db, MoFlux Clash of Kings (MFCK),Token,False
0x32b7a3018e4b832dea848786348164667ec030f3, Molecule (MOL),Token,False
0x4442556a08a841227bef04c67a7ba7acf01b6fc8, Monarch Token (MT),Token,False
0x0f598112679b78e17a4a9febc83703710d33489c, Monero Gold (XMRG),Token,True
0x8abf3a95862619a55fa00cb3e4eedbe113ff468c, Money Printer Go Brrr (BRRR),Token,False
0xbac7a1798350cdf2dbfe0c210c2c9861223f4b31, Moneynet Coin (MNC),Token,False
0x13119e34e140097a507b07a5564bde1bc375d9e6, MoneyToken (IMT),Token,False
0xaaaf91d9b90df800df4f55c205fd6989c977e73a, Monolith (TKN),Token,False
0x5f824733d130ad85ec5e180368559cc89d14933d, Monoreto Token (MNR),Token,False
0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6, Morpheus Infrastructure Token (MITx),Token,False
0x7b0c06043468469967dba22d1af33d77d44056c8, Morpheus.Network (MRPH),Token,False
0x623b925b0a57a24ea8de301f2e3e692ce903f0c3, MOVI (MOVI),Token,False
0xb879da8b24c9b8685de8526cf492e954f165d74b, MovieBloc (MBL),Token,False
0x44bf22949f9cc84b61b9328a9d885d1b5c806b41, Mozo Token (MOZO),Token,False
0x3810a4ddf41e586fa0dba1463a7951b748cecfca, MPAY (MPAY),Token,False
0x96a093025637c0376e322a0ea91f823dde52b0ac, mrblock (MRB),Token,False
0xe2f2a5c287993345a840db3b0845fbc70f5935a5, mStable USD (mUSD),Token,False
0xdfdc0d82d96f8fd40ca0cfb4a288955becec2088, MTC Mesh Network (MTC),Token,False
0x96c645d3d3706f793ef52c19bbace441900ed47d, MtPelerin Shares (MPS),Token,False
0xe9289f81d9c8ab27949fcb0dfc40da7897131695, MuayThaiToken (MUTT),Token,False
0xf6117cc92d7247f605f11d4c942f0feda3399cb5, Multicoin (MTCN),Token,False
0x3910d4afdf276a0dc8af632ccfceccf5ba04a3b7, MutantMonsters (MUMO),Token,False
0x515669d308f887fd83a471c7764f5d084886d34d, MUXE Token (MUXE),Token,False
0x1f35a281036be57e64e7e7a2a556b4f888a1b829, Muzika (MZK),Token,False
0x5ca381bbfb58f0092df149bd3d243b08b9a8386e, MXCToken (MXC),Token,False
0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc, MyBit (MYB),Token,False
0x50987e6be405ebac691f8988304562e5efc3b2ea, Mycro Token (MYO),Token,False
0xdceaf1652a131f32a821468dc03a92df0edd86ea, MyCryptoHeroes:Extension (MCHE),Token,False
0x273f7f8e6489682df756151f5525576e322d51a3, MyCryptoHeroes:Hero (MCHH),Token,False
0x617913dd43dbdf4236b85ec7bdf9adfd7e35b340, MyCryptoHeroes:Land (MCHL),Token,False
0x0cb20b77adbe5cd58fcecc4f4069d04b327862e5, Mystery Ghost Token (MGT),Token,False
0xc70be5b7c19529ef642d16c10dfe91c58b5c3bf0, Mythereum Card (CARD),Token,False
0x05bbed16620b352a7f889e23e3cf427d1d379ffe, Naira Token (NGNT),Token,False
0xf0ccca32cd300356629216eb301ec6649c7c6adb, Naira X Token (NIRX),Token,False
0x05984006707585f66465e8a6505341f46b64fa7a, Nam Coin (NAM),Token,False
0x90d46a9636b973f18186541d1b04ed3621a49cb0, Natmin (NAT),Token,False
0x45f2f43668fd1d77182233d7298337626f6993dc, NAWRAS (NAWRAS),Token,False
0x17f8afb63dfcdcc90ebe6e84f060cc306a98257d, Nebula AI Token (NBAI),Token,False
0x5d65d971895edc438f465c17db6992698a52318d, Nebulas (NAS),Token,False
0xd8446236fa95b9b5f9fd0f8e7df1a944823c683d, NEEO (NEEO),Token,False
0x81361ba977b6e214e905d4e03c65557b757240d9, Neo Smart Energy (NSE),Token,False
0x25741f5f2dbdde9cfd38f73be7052ec03b0e9d85, Neon District Founder Key (NDKEY0),Token,False
0x1276dce965ada590e42d62b3953ddc1ddceb0392, Neon District In-Game Item (NDIGI),Token,False
0x4fd414c5ac6f8a17834d704ab431921ee93a4f2d, Nerve (NRV),Token,False
0xee5dfb5ddd54ea2fb93b796a8a1b83c3fe38e0e6, Nerves (NER),Token,False
0x5d4d57cd06fa7fe99e26fdc481b468f77f05073c, Netkoin (NTK),Token,False
0x3918c42f14f2eb1168365f911f63e540e5a306b5, Neural Protocol (NRP),Token,False
0x5d48f293baed247a2d0189058ba37aa238bd4725, NeuroChain Clausius (NCC),Token,False
0x4d6b9f281af31916a0f16d1cea2ec7384851eaab, Neuromorphic (NMP),Token,False
0x0c6144c16af288948c8fdb37fd8fec94bff3d1d9, Neutral (NUSD),Token,False
0x4e3bddd468abfc6c88bc25daa5d894380ced5bc8, New Energy (NSS),Token,False
0xff340f03e226b669c873516755a6b88a45b0b2ac, New Silk Road Token (NSRT),Token,False
0x29536b7ca7029b5cddeb03c0451715615aca35ba, NewOS Token (NEWOS),Token,False
0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206, Nexo (NEXO),Token,False
0xf29226914595052a04f5afbe6410d0c3ed707548, NEXT (NET),Token,False
0x9affc3b52fcd18bf2d7b6e715e511eaa3a973638, Nexxus (NXR),Token,False
0xbc5370374fe08d699cf7fcd2e625a93bf393ccc4, Nifty Football Trading Card (NFTFC),Token,False
0xcfb98637bcae43c13323eaa1731ced2b716962fd, NimiqNetwork (NET),Token,False
0x226c98fba127213154a121e9ebcfe73236e6f0dd, NKMS (NuCypher),Token,True
0x1a746a2228ec6ebd432194b03d0c3f38429c8ec7, NOMIDMAN (MANO),Token,False
0xd7431870ada2f9f0053180610974f63bf8e9f504, NonFunGerbils (NFG),Token,False
0x4d0a4c762bd7f742096daaf5911dcf9c94b9ea95, Nordic Energy Token (NET),Token,False
0x67ce771af21fd013faa48ac04d35aa1f20f9f7a6, NotaryPlatformToken (NTRY),Token,False
0x3c04ff86492ce16ccb306acb9226a1064cafad07, Nuclear (NCA),Token,False
0x245ef47d4d0505ecf3ac463f4d81f41ade8f1fd1, Nuggets (NUG),Token,False
0x1776e1f26f98b1a5df9cd347953a26dd3cb46671, Numeraire (NMR),Token,False
0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b, NXM (NXM),Token,False
0x19c9872640ec38c2cf36c0f04d1365ef067869b3, Oath Protocol (OATH),Token,False
0x8fc01e6cbdffaf09b54f423f9bb1f856b22e47b2, ObitanChain (OBTC),Token,False
0xad29d26b081204ba2d1da9e86101dda69ec835d5, OBXCoin (OBX),Token,False
0xbf52f2ab39e26e0951d2a02b49b7702abe30406a, ODEM Token (ODEM),Token,False
0x75231f58b43240c9718dd58b4967c5114342a86c, OKB (OKB),Token,False
0x9d9223436ddd466fc247e9dbbd20207e640fef58, Olive (OLE),Token,False
0x6595b8fd9c920c81500dca94e53cdc712513fb1f, Olyseum (OLY),Token,False
0x2b17b8927a8e9844b6ca11c5e0e818bb633c044d, OMNIS-BIT (OMNIS),Token,False
0xff603f43946a3a28df5e6a73172555d8c8b02386, OneRoot Network (RNT),Token,False
0xd341d1680eeee3255b8c4c75bcce7eb57f144dae, onG (ONG),Token,False
0xa3efef1a1e3d1ad72b9d0f4253e7c9c084c2c08b, Online.io (OIO),Token,False
0x3a1343a3ca3c32a69b79ae82e8a9a71c1293c566, Onyx S&P 500 (OSPV),Token,False
0xffa52dce6eb5695436be96ca9b7df63382e4c34d, Onyx S&P 500 Short (OSPVS),Token,False
0x7c0afd49d40ec308d49e2926e5c99b037d54ee7e, Onyx USD (OUSD),Token,False
0x4355fc160f74328f9b383df2ec589bb3dfd82ba0, Opus (OPT),Token,False
0x5dba63c221d7a584795431ce01ecd641a1798416, Oratium (ORT),Token,False
0x6f59e0461ae5e2799f1fb3847f05a63b16d0dbf8, ORCA Token (ORCA),Token,False
0x4575f41308ec1483f3d399aa9a2826d74da13deb, Orchid (OXT),Token,False
0x7a74c427c833bad2a638e0fb203ba2c728f557c1, OrdoCoin (RDC),Token,False
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26, OriginToken (OGN),Token,False
0xff0e5e014cf97e0615cb50f6f39da6388e2fae6e, Origo (OGO),Token,False
0x8d308d8a6d9613d6644e00e128fe968ccac041f6, Orocrypt (OROC),Token,False
0x739d2fccf04889965b6f4eb7830f5b7270fab2c1, Orocrypt Gold Token (OCG),Token,False
0x888934de736b7f5244f006a655f3bcd71ef0979d, Oryx (ORX),Token,False
0xc6abf3c09341741ac6041b0b08195701bdfd460c, OSAToken (OSA),Token,False
0xe5874039ea940af0a0f304e512c48bcb8d25aca4, OTOCASH (OTO),Token,False
0x77a4a5b3007efa19b5d049b914a1271367e27fe4, Outing (OTG),Token,False
0x49d09cda1deb8a1680f1270c5ed15218fc4b18f0, OVCODE (OVC),Token,False
0x1460a58096d80a50a2f1f956dda497611fa4f165, Own (CHX),Token,False
0x170b275ced089fffaebfe927f445a350ed9160dc, OwnData (OWN),Token,False
0xa044b73ccfd62e66d82aa31f0ecbe35783781d3e, OwoCoin (OWO),Token,False
0x5a2cb3a4c215a0e869acdba7ebde0fa1c899523f, OZAPHYRE (OZP),Token,False
0xc86bbec35b581f76bfd90d2026bcb1ddea13623c, PAC Token (PAC),Token,False
0xa617e4728f216009b86354797d8d2305d3380179, PalaceResidence (PRT),Token,False
0xfe2786d7d1ccab8b015f6ef7392f67d778f8d8d7, Parsiq Token (PRQ),Token,False
0x77761e63c05aee6648fdaeaa9b94248351af9bcd, PASS Token (PASS),Token,False
0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06, Patientory (PTOY),Token,False
0x45804880de22913dafe09f4980848ece6ecbaf78, Paxos Gold (PAXG),Token,False
0x8e870d67f660d95d5be530380d0ec0bd388289e1, Paxos Standard (PAX),Token,False
0xf31b4f7550833a746f788b36f2b292e5fa49a248, Paxos Standard Token (PAX),Token,True
0x0142c3b2fc51819b5af5dfc4aa52df9722790851, Paycentos (PYN),Token,False
0xb41422d5a1d5d5c73c229686935b40f881502785, PayFair Token (PFR),Token,False
0xc42209accc14029c1012fb5680d95fbd6036e2a0, PayPie (PPP),Token,False
0xb9bb08ab7e9fa0a1356bd4a39ec0ca267e03b0b3, PCHAIN (PAI),Token,False
0x0db03b6cde0b2d427c64a04feafd825938368f1f, PDATA (PDATA),Token,False
0xf5b815344641412401d8e868790dbd125e6761ca, Pecunio (PCO),Token,False
0xe91df2bb9bccd18c45f01843cab88768d64f2d32, Peer Mountain (PMTN),Token,False
0x8995ad7deabd17c31b62ac89ee5f7d850a4bedb0, PeoplesCasino (PCT),Token,False
0x8f66a173696502a0ad280781c3e55928a06c1312, Peoplewave Token (PWV),Token,False
0xaffcdd96531bcd66faed95fc61e443d08f79efef, Perth Mint Gold Token (PMGT),Token,False
0xc949fc82a15964fb5b97e5cf8f9ffed139086821, PGPAY (PGPAY),Token,False
0x8b6dd2144a3cc6677600735d0e62134839bb85d0, Phoneum (PHM),Token,False
0xbbd227e805b90b8fe8f4c01a3f4e48bdae0599af, Phoneum Token (PHT),Token,False
0xf6ee5e4b2456ec26484c2dc7077f9a26c797150b, Pictosis Token (PICTO),Token,False
0x91bb6965bace45bae7e78ae638152af467f9b004, PIEXGO (PXG),Token,False
0xe3818504c1b32bf1557b16c238b2e01fd3149c17, PILLAR (PLR),Token,False
0xbf72e6157ae27c203c88e668361760a7dac6cf88, PIMONCOIN (PIMON),Token,False
0x6a073ddabcaec5362b3d2a3290be80b35397e48b, Pistoletoken (ILE),Token,False
0xb162dcc0cf90d1893d59eeb0337ffc9ef2e8c25e, Pivent (PI),Token,False
0x7869c4a1a3f6f8684fbcc422a21ad7abe3167834, Pivot Token (PVT),Token,False
0xb53e08b97724126bda6d237b94f766c0b81c90fe, PIXBY (PIXBY),Token,False
0x5536b6aadd29eaf0db112bb28046a5fad3761bd4, PixelCons (PXCN),Token,False
0x47da5456bc2e1ce391b645ce80f2e97192e4976a, Pl^g Token (PLUG),Token,False
0x5f5b176553e51171826d1a62e540bc30422c7717, PLA Token (PLA),Token,False
0x60571e95e12c78cba5223042692908f0649435a5, PLAAS FARMERS TOKEN (PLAAS),Token,False
0x3dd957216c182675f630ee2ee957a5c735472fd1, Planetagro-Exchange (LEMON),Token,False
0x9c45bce7c51d3900d6cb7025eea9c3b0675c65c4, Planetagro-Exchange (ONION),Token,False
0x8c55b18e6bb7083b29102e57c34d0c3124c0a952, PlanetCrypto (PTC),Token,False
0x429d83bb0dcb8cdd5311e34680adc8b12070a07f, PlatonCoin (PLTC),Token,False
0x9d9c250311b65803c895cc77f878b8092019dedc, Player Tokens (PTI),Token,False
0x85ca6710d0f1d511d130f6935edda88acbd921bd, PLGToken (PLG),Token,False
0xd8912c10681d8b21fd3742244f44658dba12264e, Pluton (PLU),Token,False
0x9da1659a203cefe6e9c6da98c7a669a1ec3d7ede, Pngcoin (PNG),Token,False
0x6758b7d441a9739b98552b373703d8d3d14f9e62, POA ERC20 on Foundation (POA20),Token,False
0xfedae5642668f8636a11987ff386bfd215f942ee, PolicyPal Network (PAL),Token,False
0x0affa06e7fbe5bc9a764c979aa66e8256a631f02, Polybius (PLBT),Token,False
0x0be5e8f107279cc2d9c3a537ed4ea669b45e443d, POMDA (POMDA),Token,False
0x49d716dfe60b37379010a75329ae09428f17118d, Pool Dai (plDai),Token,False
0xfe6892654cbb05eb73d28dcc1ff938f59666fe9f, Pool Sai (plSai),Token,False
0xbd87447f48ad729c5c4b8bcb503e1395f62e8b98, Pool Usdc (plUsdc),Token,False
0x5d858bcd53e085920620549214a8b27ce2f04670, POP Network Token (POP),Token,False
0xe3f4b4a5d91e5cb9435b947f090a319737036312, POPCHAIN CASH (PCH),Token,False
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a, Populous (PPT),Token,False
0x66497a283e0a007ba3974e837784c6ae323447de, PornToken (PT),Token,False
0xc26925d537af8b3f315eeaf27113e84875b6f1b9, POVCoin Token (POVR),Token,False
0x077dc3c0c9543df1cdd78386df3204e69e0dd274, POWERBANK (PBK),Token,False
0xb3775fb83f7d12a36e0475abdd1fca35c091efbe, PowH3D (P3D),Token,False
0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a, Privatix (PRIX),Token,False
0xf5056ed34e0c233f5a37b830533610a853296388, PRNetwork (PRN),Token,False
0x9041fe5b3fdea0f5e4afdc17e75180738d877a01, Pro (PRO),Token,False
0x8276ad69acdaacb17f981b780fdef80b95f7e764, PROMETEO (PPT7),Token,False
0x4234f27fcec64c182eeea3f0421d837436df8195, Prometheus (PRO),Token,False
0xa3149e0fa0061a9007faf307074cdcd290f0e2fd, PronCoin (PRON),Token,False
0x226bb599a12c826476e3a771454697ea52e9e220, Propy (PRO),Token,False
0x5e17f6f450dcb0bc69b232ea554e224d7e88067a, PROTOS (PRTS),Token,False
0xb5ca46cf1da09248126682a7bd72401fd7a6b151, Provoco Token (VOCO),Token,False
0x5228a22e72ccc52d415ecfd199f99d0665e7733b, pTokens BTC (pBTC),Token,False
0x846c66cf71c43f80403b51fe3906b3599d63336f, PumaPay (PMA),Token,False
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3, Pundi X Token (NPXS),Token,False
0x9b3e946e1a8ea0112b147af4e6e020752f2446bc, Puregold Token (PGT),Token,False
0xff18dbc487b4c2e3222d115952babfda8ba52f5f, PureLifeCoin (LIFE),Token,False
0x14409b0fc5c7f87b5dad20754fe22d29a3de8217, PYRO Network (PYRO),Token,False
0x3166c570935a7d8554c8f4ea792ff965d2efe1f2, Q DAO Governance token v1.0 (QDAO),Token,False
0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6, QASH (QASH),Token,False
0x4a16baf414b8e637ed12019fad5dd705735db2e0, QCAD (QCAD),Token,False
0x2467aa6b5a2351416fd4c3def8462d841feeecec, qiibeeToken (QBX),Token,False
0x4234f63b1d202f6c016ca3b6a0d41d7d85f17716, QNTU (QNTU),Token,False
0x9a642d6b3368ddc662ca244badf32cda716005bc, Qtum (QTUM),Token,False
0xc28e931814725bbeb9e670676fabbcb694fe7df2, QuadrantProtocol (eQUAD),Token,False
0x808470d3c22263bca54d2634bca479bf05d36e93, Quantum Generation (QUBIT),Token,False
0x4ee6e959d460de47dfe58e5e6fbab330ce8484b6, QURA GLOBAL (QURA),Token,False
0x076a93a40bf9e0d21d3f75dd1e0584ddbe0f9d1a, Qurito (QURO),Token,False
0x9e7fdae37c8dae16d94320d7b927f4b075a21453, Rachel Token (RACH),Token,False
0x6e5a43db10b04701385a34afb670e404bc7ea597, RAKON (RKN),Token,False
0x0794ce7d4459105926da230f318c1e34bc790517, RankingBall Gold (RBG),Token,False
0x4bf4f2ea258bf5cb69e9dc0ddb4a7a46a7c10c53, Rapids (RPD),Token,False
0xe8663a64a96169ff4d95b4299e7ae9a76b905b31, Rating (Rating),Token,False
0x2dfbad4a737c37602ee8f215958db98f79acd189, Real estate blockchain for professi... (NOV),Token,False
0x96c480758f58454d50cf15d13a29de76ee7c8eed, RealBoostCoin (RBC),Token,False
0xd7394087e1dbbe477fe4f1cf373b9ac9459565ff, RealTract (RET),Token,False
0x57e299ee8f1c5a92a9ed54f934acc7ff5f159699, RECORD (RCD),Token,False
0x7105ec15995a97496ec25de36cf7eec47b703375, Red Box Dapp Token (RBD),Token,False
0x6425c6be902d692ae2db752b3c268afadb099d3b, RED MWAT (MWAT),Token,False
0xe1329ebf8b719881549909d689987f746a8931d1, Refine Medium Token (XRM),Token,False
0x159a1dfae19057de57dfffcbb3da1ae784678965, Reflex (RFX),Token,False
0x732c6f4f1cf13d850d71e9dad229997db0818a52, Reger Diamond Security Token (RDST),Token,False
0xb6c4267c4877bb0d6b1685cfd85b0fbe82f105ec, Relevant (REL),Token,False
0x4a42d2c580f83dce404acad18dab26db11a1750e, Relex (RLX),Token,False
0xd0a024e4b057024f941051dc19220a3bab4b5d45, Relex Life (RLXI),Token,False
0x83984d6142934bb535793a82adb0a46ef0f66b6d, REMME (REM),Token,False
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d, renBTC (renBTC),Token,False
0xb92f51ce4045212eef8008c2f665da713035267b, Rentledger (RTL),Token,False
0x1985365e9f78359a9b6ad760e32412f4a445e862, Reputation (REP),Token,False
0x8f8221afbb33998d8584a2b05749ba73c37a938a, Request (REQ),Token,False
0x1c5857e110cd8411054660f60b5de6a6958cfae2, Reserve (RSV),Token,False
0x8762db106b2c2a0bccb3a80d1ed41273552616e8, Reserve Rights (RSR),Token,False
0x0a9f693fce6f00a51a8e0db4351b5a8078b4242e, Resfinex (RES),Token,False
0x2ef52ed7de8c5ce03a4ef0efbe9b7450f2d7edc9, Revain (REV),Token,False
0xb28cebab1858de30411169b4e53d0d5a0bbdd1e2, Revain Blockchain (RBN),Token,False
0x168296bb09e24a88805cb9c33356536b980d3fc5, RHOC (RHOC),Token,False
0xb24754be79281553dc1adc160ddf5cd9b74361a4, Rialto (XRL),Token,False
0xe0531715e7c37cb8f7076cd09a4965bf032fdf94, Richbit coin (RBX),Token,False
0x607f4c5bb672230e8672085532f7e901544a7375, RLC (RLC),Token,False
0xcaf5936fae22c737b3579edb1de293ed85b1e56f, rLoop (RLP),Token,False
0x2344871f523cbb28a4f60045531184cf1f03ad24, RoBET - Truly Decentralized Sportsb... (ROBET),Token,False
0x574f84108a98c575794f75483d801d1d5dc861a5, Robotina token (ROX),Token,False
0xe156bac00c399296b5eb2f52fe439227e24cbfce, RobotInfra (ROBOT),Token,False
0xcced5b8288086be8c38e23567e684c3740be4d48, RouletteToken (RLT),Token,False
0xf1bf51b3568852ca2d0fd71591b1714f993e612a, RoyalToken (RYL),Token,False
0xb6259685685235c1ef4b8529e7105f00bd42b9f8, RRChain (RRC),Token,False
0x53d5d15edbdc9a80384a22d4e7b9e734d39798e2, RUB Coin (RUBC),Token,False
0x4c383bdcae52a6e1cb810c76c70d6f31a249ec9b, Rusgas (RGS),Token,False
0x8c3eaaa4588eb48f767e0b77c25f5ed4e286ae23, Russian Hiphop (RHH),Token,False
0xed0849bf46cfb9845a2d900a0a4e593f2dd3673c, Saga (SGA),Token,False
0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098, SAN (SAN),Token,False
0x20f7a3ddf244dc9299975b4da1c39f8d5d75f05a, Sapien Network (SPN),Token,False
0x9043397333435d391fc02c885bc23b3633865045, Sapphire Coin (SPH),Token,False
0xe0e9ede8a01aa6f7f0e23945738a6c6173adc3a0, SardineChain Token (SDE),Token,False
0xa5da771d81be428cccfb94a7922e9a9095080952, Satanic (Sat),Token,False
0xbdeb4b83251fb146687fa19d1c660f99411eefe3, savedroid (SVD),Token,False
0xadf8b8050639b6236915f7516d69de714672f0bf, Scanetchain (SWC),Token,False
0x790304309388c417ff8aab454b8d27e79cad1df5, ScepterCash (SCPT),Token,False
0x682ef9cc637ef56577092b29ae9275a629aae7db, SCIENCE BLOCKCHAIN (SCI2),Token,False
0xd7b3669c7d3e38ab5a441383d41f25e003e02148, SealToken (SEAL),Token,False
0xb1eef147028e9f480dbc5ccaa3277d417d1b85f0, SeeleToken (Seele),Token,False
0x67ab11058ef23d0a19178f61a050d3c38f81ae21, SELF TOKEN (SELF),Token,False
0xabb2a4e1717f51d379489df8e784f770fa6d6511, SELFER Card (SC),Token,False
0xc86d054809623432210c107af2e3f619dcfbf652, SENTINEL PROTOCOL (UPP),Token,False
0xb54be748dee3955afb28b50beed24f9db8992cab, Serenity (SET),Token,False
0xe1f4328def6ae4ae2eeac62d58baeaecf05e8d30, Serve (SERV),Token,False
0xd91a6162f146ef85922d9a15ee6eb14a00344586, Sessia Kicks (KICK),Token,False
0x24083bb30072643c3bb90b44b7285860a755e687, SGelderGER (GELD),Token,False
0x33c623a2baafeb8d15dfaf3ce44095efec83d72c, SGPay (SGP),Token,False
0xbbff862d906e348e9946bfb2132ecb157da3d4b4, Sharder (SS),Token,False
0x96b0bf939d9460095c15251f71fda11e41dcbddb, Sharpay (S),Token,False
0x9064c91e51d7021a85ad96817e1432abf6624470, shinechain (SHE),Token,False
0xe25b0bba01dc5630312b6a21927e578061a13f55, ShipChain SHIP (SHIP),Token,False
0x3a9fff453d50d4ac52a6890647b823379ba36b9e, Shuffle.Monster V3 (SHUF),Token,False
0x74fd51a98a4a1ecbef8cc43be801cce630e260bd, SiaCashCoin (SCC),Token,False
0x3634e210739c09c7b215cc87a77318798884c903, SILAUSD (SILA),Token,False
0x9c78afb1b50170761fa2c842701e66e80e67d438, Silk (SLK),Token,False
0x4c1c4957d22d8f373aed54d0853b090666f6f9de, Silverway (SLV),Token,False
0xdfeb7df5ecf1e909459d111f611490c9b925a5a7, Simbcoin (SMB),Token,False
0x7528e3040376edd5db8263db2f5bd1bed91467fb, Simmitri (SIM),Token,False
0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25, SIRIN (SRN),Token,False
0xd88a43facba9990b536113ea3b2bbba93f75fa9a, Skeincoin (SKC),Token,False
0x417d6feeae8b2fcb73d14d64be7f192e49431978, SKILLCOIN (SKILL),Token,False
0x2bdc0d42996017fce214b21607a515da41a9e0c5, SkinCoin (SKIN),Token,False
0x641794e3816d08f83977b29c30c0ffd396ec24e5, Skullys (SKLY),Token,False
0x70c621f949b6556c4545707a2d5d73a776b98359, Skychain Global Token (SKCH),Token,False
0xc0506ceb264b057182a4c3ab8a0b910a545479f0, SLOGN (SLGN),Token,False
0xc32099b24ca8a03dc3334eab7b6c25b334f92ad6, Slotbay (SLB),Token,False
0xabc1280a0187a2020cc675437aed400185f86db6, Smart Application Chain (SAC),Token,False
0x8a187d5285d316bcbc9adafc08b51d70a0d8e000, Smart Investment Fund Token (SIFT),Token,False
0x6f6deb5db0c4994a8283a01d6cfeeb27fc3bbe9c, SmartBillions (Smart),Token,False
0xed314bf44013612e8c00abd3cb6eade61cc8c72e, SmartFund (SF),Token,False
0xf333b2ace992ac2bbd8798bf57bc65a06184afba, SND Token 1.0 (SND),Token,False
0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009, SNGLS (SNGLS),Token,False
0xc56b13ebbcffa67cfb7979b900b736b3fb480d78, Social Activity Token (SAT),Token,False
0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8, SOCIALL (SCL),Token,False
0x587c549c4113127340ac0f5e996cab7a4f35bb49, SocialX (SOCX),Token,False
0x1f54638b7737193ffd86c19ec51907a7c41755d8, Sola Token (SOL),Token,False
0x646cec6ee42d258336165cbbd5deb4af14f0f476, Solar DAO Token (SDAO),Token,False
