address,alias,type,malicious,continue
0x035afa4df29cdae9b0829aea574d3f2e07c09129,ERCDICE,Smart Contract,False,False
0x2b3a44a25e62943f5bc2b44b27e6d7734dd14427,ERCOTC,Smart Contract,False,False
0xe7c75e65b38b12567e0fa9135bdda10fec0d7db9,ERCOTC,Smart Contract,False,False
0xc5b0ddcc36175b7635f59c398721bd6d64db5a61,ERCWAR,Smart Contract,False,False
0x74ceda77281b339142a36817fa5f9e29412bab85,ErosCoin Token,Token,False,False
0xa7b87611a9577cb8ad3f9b1e85e7884933603405,ESAX Technologies: Old Token,Smart Contract,False,False
0xa821f14fb6394e82839f5161f214cacc90372453,ESCHToken,Smart Contract,False,False
0xe1ede4759010865a86d1cd5eca3984f2c5371f61,escrobot,Smart Contract,False,False
0x2bb28da0910dd1b07184c4fb3935ccc1f2ad2474,ESCROW,Smart Contract,False,False
0x3c8aceb1187a23ab5a4728787b7059e1102ca472,Escrow,Smart Contract,False,False
0x68eb4de507c6802d73904a18fb228c7dc2981200,Escrow,Smart Contract,False,False
0x727bf4baed69265bbafd39f0ab6e508f6fa118a7,Escrow,Smart Contract,False,False
0xb805d4480272358a5d34782e5070f00866975228,Escrow,Smart Contract,False,False
0xbfadac08e7e94e3a5162371bc68b17731048d90b,Escrow,Smart Contract,False,False
0xcc0ab31133b71852278fe08d3c8f2a25633b6b92,Escrow,Smart Contract,False,False
0xf384dea871c14e4e98aae6766e421fa37e46ef79,ESCROW,Smart Contract,False,False
0x8810003d0711548392c54b2a0268fff99818f65a,EscrowERC20,Smart Contract,False,False
0xa0e52561b7a6733f7828c631d5f822b762155047,EscrowERC20,Smart Contract,False,False
0x5d50aac0f819a7801144a0d460ac215337150c4a,EscrowETH,Smart Contract,False,False
0x9fec32e91ab372e50fd66558bdf72e8f81181ea5,EscrowFactory,Smart Contract,False,False
0x776ca20db76af367dc7dd094c4dc2f6b304020f9,EscrowRegistry,Smart Contract,False,False
0x4bbcca869e9931280cb46ae0dff18881be581a4d,EscrowRelay,Smart Contract,False,False
0xd53a5f60bab07898a295579f0e17e8746b7b857f,EscrowRelay,Smart Contract,False,False
0x05c9faa268cbc9ab9af0ef844a208c28d0ad5acf,EscrowReserve,Smart Contract,False,False
0x0a6c9f09d22e6dfcf13c2812c55e5c9314eb2e8f,ESDA,Smart Contract,False,False
0xe6ff67e001ef6623c23ac234922f67eefe048dff,ESM,Smart Contract,False,False
0x726a5aabac1ce2b901b8a81576dc4bbb2a8f152c,ESME,Smart Contract,False,False
0x3744942c42451c2b42f43a51ee9bb6c6ad0fdc86,EsportsGold: Token Sale,Token,False,False
0x997080b8ee7d75fba23f3ec794df99da646c87ec,Estonn Starship Alliance Token,Token,False,False
0xe8a1df958be379045e2b46a31a98b93a2ecdfded,ESZ Coin,Token,False,False
0x62b447cc1dd78ed980cf2b5068bae8abd7e9bd97,ETAKA,Smart Contract,False,False
0xe868c7c29f7b275c593f2aa2d3fd37902969e208,eTelevision: Token Sale,Token,False,False
0x970fbc3126e19dc57f6649133436c2def00051a8,EterArt Token,Token,False,False
0xac3872335ad27ec5b4d2b7d14058be4ef21011ff,EterArt: Old Token,Smart Contract,False,False
0x4d13d624a87baa278733c068a174412afa9ca6c8,Eterbase Coin,Token,False,False
0x49a1cbb5d28cdedd55b7daa627f658fbd8cf1d23,Eterbase: Old Token,Smart Contract,False,False
0xf20e484056d9cb18733eaf6f2865257e23f92af1,Eterbase: Old Token 2,Smart Contract,False,False
0xad638296f8348a9d72d5fbecd7b7d941d2889083,EternalStorage,Smart Contract,False,False
0x3014ca10b91cb3d0ad85fef7a3cb95bcac9c0f79,EternalStorageProxy,Smart Contract,False,False
0xbbcc23dcc381c319f58fc626fa1a025eaa22c2fb,etfTestToken,Smart Contract,False,False
0x24e3fd1e78f2a9d88325e65381f83b45a3c7e39c,etfToken,Smart Contract,False,False
0x83b214752caebe6016947b15b2e5535472a9f8fd,etfToken,Smart Contract,False,False
0x96af491b0a4203b2f1e0b72d94c4395702e42508,etfToken,Smart Contract,False,False
0x639cff3936ba73fced75f9ace328b7e72d85d933,ETH,Smart Contract,False,False
0x6c158864d3b06113bfd9f5f2c219725fd5bc3923,ETH,Smart Contract,False,False
0xf4eda77f0b455a12f3eb44f8653835f377e36b76,ETH,Smart Contract,False,False
0xf8d47138161c8175538ea1300e7bf7afc073445a,ETH,Smart Contract,False,False
0xfbc1473e245b8afbba3b46116e0b01f91a026633,ETH,Smart Contract,False,False
0x110f1c8ce1f0b7977193eda2ba144dc45b0dd7aa,ETH_Balancer_General_Zap_v1,Smart Contract,False,False
0x6df89c900aa389f264cef2bc15ca089084f50f0c,ETH_Balancer_MKRWETH_Zap_V1,Smart Contract,False,False
0x924cc11fd506fce3dab461aa71a6bb823669ece3,ETH_ERC20_Curve_General_Zap_V1,Smart Contract,False,False
0xed178929d640ac5e6ef7120cee47fd92f78e788a,ETH_ERC20_Curve_General_Zap_V1,Smart Contract,False,False
0xc4ec123cd61d8ca3ea1ee413d5cb0a95de6d34cd,ETH_ERC20_sUSDCurve_Zap_V1,Smart Contract,False,False
0x8a8869a8b53573294b0e03820253607d5528679d,eth-airdrop.com,Wallet,True,False
0x951a15f920a58e553410d2436aacd1b3a15416fa,eth-freesharing.com,Wallet,True,False
0x6de5f0c142daf2eab3c0d3751f3be6af5f359795,eth-promo.bitballoon.com,Wallet,True,False
0x2e8f621fa42331cdb8489b7048b5bf6a97284f85,eth-send.tech,Wallet,True,False
0x710b1d822e0e5b9d55f123598f383667502c3a51,eth-today.com,Wallet,True,False
0x186006fa03374f548c35a7c2a712b35e40833f7e,eth-trans.bitballoon.com,Wallet,True,False
0x0628b88c7a677773f7a22d408a8e694207701e72,eth-transactions.com,Wallet,True,False
0x8f46233dafd44b331753e53b8785b9d83fbba463,eth.binancegift.pro,Wallet,True,False
0x8b0e77fe177d555408339e26921be7d76d398d8a,eth.tronnetwork.pw,Wallet,True,False
0xc3853f32675aebf17ff15e7fb0d2bfc7eb4cf11b,eth.vote,Wallet,True,False
0x0ac2d6f5f5afc669d3ca38f830dad2b4f238ad3f,Eth2DaiBridge,Smart Contract,False,False
0x991c745401d5b5e469b8c3e2cb02c748f08754f1,Eth2DaiBridge,Smart Contract,False,False
0x0f834cbb9c7f8e1ddb6c415e00f91a991adb587e,Eth2daiDirect,Smart Contract,False,False
0x7eb6e1f8c3c9da996728f78f6abe3b200b1e77e2,Eth2DaiWrapper,Smart Contract,False,False
0x3605999e690836f790c71b7d7ac35abd7b0fd2e3,Eth2Weth,Smart Contract,False,False
0xa6cab014cc152228defaf3aab0db4016820e9239,Eth2Weth,Smart Contract,False,False
0x839baaca91cbcf6c1632c55e1ae031c6b270df19,eth4free.com,Wallet,True,False
0x693d47204555361d4d51311f97102a1507559802,eth4free.ml,Wallet,True,False
0xbf91b27fec3146a1b36069f92337a0ea330725df,eth666.me,Smart Contract,True,False
0x76130fd699cd7ab670c51e699e67d3eea4b8f8db,eth666.me: Deployer,Smart Contract,False,False
0x022e063958a870c345749d1fe32f7e7bf2d240ed,ethBank,Smart Contract,False,False
0xf3fa62dd25504a7b05300a1ddd56a22a100fd4df,ethBank,Smart Contract,False,False
0x588becd76a706f712492c8ee34471baa9259f453,ETHBEAR,Smart Contract,False,False
0x3e9163816b073c2ce425c99e68ba8ae7caaec067,ethbinance.org,Wallet,True,False
0x1b9743f556d65e757c4c650b4555baf354cb8bd3,EthBits Token,Token,False,False
0x807b9487aaf00629b674bd6d02e4917453bc5939,Ethbits: Old Token 1,Smart Contract,False,False
0x4fe6ea636abe664e0268af373a10ca3621a0b95b,EthBits: Old Token 2,Smart Contract,False,False
0x91619a3456fdbac90bd93f51f2917981f0ed3097,ethblender.com,Wallet,True,False
0xbb27d8db02d9035c0783166ee39269d97a1985e2,ethbonus.org,Wallet,True,False
0x651cbc26122ff6042a65e3ccf73be34749795759,Ethbus,Smart Contract,False,False
0x84b38b58fb3ba399d44efc3d8e5f71c555e6aa66,Ethbus,Smart Contract,False,False
0x0135c9a7bff72aa26e1d105ff5000e454e4dde7a,Ethcash.online 1,Wallet,True,False
0x82aa987a16deafd8b4fab73ec316f94f4df43020,Ethcash.online 2,Smart Contract,True,False
0x35124e63425645e352b56a06482cea32bedec838,ethclaim.online,Wallet,True,False
0xc8a7efa8ff219cf002081c10c47f1d5f62b3fee5,ethcollection.paperplane.io,Wallet,True,False
0x97708044d78177c493faf8f173560384074685cd,Ethconomy,Smart Contract,False,False
0xbea8bcb843ccd1d17ff4b4a4b0850ad5de3607d3,Ethconomy,Smart Contract,False,False
0xb8e8a15c42681af2419d7e6c48d053697fdbe1df,ETHConverter,Smart Contract,False,False
0x5233816151d616581993fca4988eea77d01e933d,EthCutter,Smart Contract,True,False
0xcf4301f7f4315e98b6ecdc5df67d18f68c1e7720,ETHDenverStaking,Smart Contract,False,False
0x8f577ba05062283e37c4957d23b57cce4d75e10a,EthDeployer,Smart Contract,False,False
0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,EthDev,Smart Contract,False,False
0x143bc913c564ccf8be0e312a11ec0374005d0544,ETHDrop,Smart Contract,False,False
0x463c3acb2f44a6f715dd41ef4727e6e24358475b,ETHDrop,Smart Contract,False,False
0x475d10051a23f66552b0720f3f146900d3989753,ETHDrop,Smart Contract,False,False
0xa0ae6586119efd760d8a96e4544edf4398bdb7d8,ETHDrop,Smart Contract,False,False
0x372225c27ddccc89ab5493504047c0982eea3312,ETHDropFactory,Smart Contract,False,False
0x15c41b6e5541d4c31334b5339975a163d1ec27b5,ETHDropOpenAdd,Smart Contract,False,False
0x1a20c3581b6c9713498f3f9e9258fc452df13a8c,Etheal: Presale,Token,False,False
0x36224f0f52614d2433158ac24023010adbc2945e,EtheCarat,Smart Contract,False,False
0x6b7470bfa67566df5275365933f5984530f54a7a,Etheera: Token Sale,Token,False,False
0x188f2d0546efee7c60a484cc8e32cb632e8550f0,EtheousToken,Smart Contract,False,False
0x42f527f50f16a103b6ccab48bccca214500c1021,Ether,Smart Contract,False,False
0x48ff53777f747cfb694101222a944de070c15d36,Ether Kingdoms Token,Token,False,False
0x79c59c24465fc3cc92e6419d4b59fdd285d874cf,Ether Legends: Token Sale,Token,False,False
0x856912680349a406f72e26aa994100b8ad409f87,Ether Sport Token,Token,False,False
0xf364e3d3fcbefc297dc3724fea7ff86b2e14e740,ether-airdrop-promo.info,Wallet,True,False
0xf9c87dcf56598ce676fdda2febfdb3eb45e5007e,ether-give.org,Wallet,True,False
0x55961917d1fa009eacca41bc5040a739435fc877,ether-giveaway.com,Wallet,True,False
0xe6693620c549d35c52496a1cb0105f2712baf771,ether-promo.getforge.io,Wallet,True,False
0xc0fed35b43f59c2bfb1eb544bd8921bfb18140c2,ether-wallet.org,Wallet,True,False
0xae38d4a9edf2023f573501471b3799fc263f8841,ETHERA,Smart Contract,False,False
0xcc6d70525c53d72d1397bd7d9162e92a24618b94,ETHERA,Smart Contract,False,False
0xf53f0a66a66effb6799914e97855f04cc86b4f5e,Ethera,Smart Contract,False,False
0x661b5dc032bedb210f225df4b1aa2bdd669b38bc,EtherAddressLookup: Donate,Wallet,False,False
0xe989caf07ad870c1f059924fc096b00b5c048bb6,EtherAir,Smart Contract,False,False
0x4b7c9eace3d4e5fe951a68308e056d8cd857c183,ETHERALIVE,Smart Contract,False,False
0x73386e25f5bbd74b43fa4429487d834725e3cd7f,ETHERAUK,Smart Contract,False,False
0x96b52b5bf8d902252d0714a1bd2651a785fd2660,EtherBone,Smart Contract,False,False
0x3903704e832248929c06a10aaac0a12bc1234c74,EtherBootstrapInterestModel,Smart Contract,False,False
0xd75b02dc969182fd9a8cbc4f12f3502c61802747,EtherBoxLevels,Smart Contract,False,False
0xa3f84d4fe3adccb3c2c9fd73bb41e625a6c437bd,Etherbtc: Old Token,Smart Contract,False,False
0x0444113cad736b6452c824c642fed8a4df1c4a34,EtherBuy,Smart Contract,False,False
0x6265bcd2ca8e8ee077cb9a9c66a851f18216022e,EtherCare Token,Token,False,False
0x832bf950ad4046ca538dc1261b694b38c129cb42,EtherCloud,Smart Contract,False,False
0xc90851362c2e04bf51f72a0a5f0728cc2be035e7,EtherCloud,Smart Contract,False,False
0xce53a179047ebed80261689367c093c90a94cc08,EtherDelta: Token Sale,Token,False,False
0x6506827d91659e871fc7267160ba1c3407195270,etherdelta.gilthub.io,Wallet,True,False
0x7cbc4e0d168744912c5afc081499145bbdc51e69,etherdelta.githulb.io,Wallet,True,False
0x015f17e2851ea392351b7f259e4cfd03dc443cef,etherdesk.co,Wallet,True,False
0x2773c69d7a7e2943f6e27c9947d5ae4e2b853993,EtherDiamond: ETD Token,Token,False,False
0x2faa316fc4624ec39adc2ef7b5301124cfb68777,Etherdice.io,Smart Contract,False,False
0x0b2d2b5e550f77ee125d3898ead74331ccf1da76,EtherDie,Smart Contract,False,False
0x419a058dca91d152d36c4c6888aafd3890ce7429,EtherDie,Smart Contract,False,False
0x755ebf95883f9167d51a4ea95035e16421be865d,EtherDie,Smart Contract,False,False
0x8eb58b6239cc369ef8bf0bc5f41d8b5aac5f8b90,EtherDie,Smart Contract,False,False
0xcdf7cfc9f7c129a0d7aec376bc205ab87fc878e1,Etheremon: Adventure 2,Smart Contract,False,False
0x41f3d85e9b8497fca552523047bf4dac7beea64a,Etheremon: Adventure Claim,Smart Contract,False,False
0xd76e916901c278dc445e4a808d87a4b34edaee25,Etheremon: Adventure Presale 1,Smart Contract,False,False
0xa7c4681c701ac82c8524cfc66e0101ea16e1e00f,Etheremon: Adventure Presale 2,Smart Contract,False,False
0xa2c51d751a3fcbaf3ff3cd1dc4adf72469cf9d74,Etheremon: Adventure Revenue 1,Smart Contract,False,False
0x50067c62078579cdc0c76fc04fd28fb6fe3afcd4,Etheremon: Adventure Revenue 2,Smart Contract,False,False
0xb2c0782ae4a299f7358758b2d15da9bf29e1dd99,Etheremon: Asset,Smart Contract,False,False
0x0c28bf52d0d4d9447e86d7e7f0e317f273d3c9a3,Etheremon: Battle 1,Smart Contract,False,False
0xdf6164efd12678bf6a7d5a1ddf73c831493f6574,Etheremon: Battle 2,Smart Contract,False,False
0xe171783da2c451186b4256727481fa30203fef86,Etheremon: Battle 3,Smart Contract,False,False
0x65ca30af89af5a048cc8b715101171fbca6452b5,Etheremon: Battle 4,Smart Contract,False,False
0x0fa8051dbdbbcc32d602803d5f1de1e6f92a0bbd,Etheremon: Battle 5,Smart Contract,False,False
0x75aa01dc00f6aeefe14bd58a5b6cbb091c6dc57b,Etheremon: Castle Battle,Smart Contract,False,False
0xb902e19f24950c43ae69cfee20876283fa842b03,Etheremon: Contract 1,Smart Contract,False,False
0xf35a3215e8098544f1c352ef57c3c745e224fb38,Etheremon: Contract 2,Smart Contract,False,False
0x3ebbebb8198c90c7460a8a60736481726b40297a,Etheremon: Contract 3,Smart Contract,False,False
0x7582562aeeb50d6e48fa5415d47d5ccd9bd221c4,Etheremon: Contract 4,Smart Contract,False,False
0x6482ccfc48cd7ff95bb4def3355617fe0d507052,Etheremon: Contract 5,Smart Contract,False,False
0x6ef6016727668a89779d43379d7d349c64642a32,Etheremon: Contract 6,Smart Contract,False,False
0xabc1c404424bdf24c19a5cc5ef8f47781d18eb3e,Etheremon: Data,Smart Contract,False,False
0xe0a66218c40230967d4240d25f6220a28e52c7ff,Etheremon: Deployer 1,Smart Contract,False,False
0x9e7e799a8af24e5ab6064c9d516037bfe6cc9b8d,Etheremon: Deployer 2,Smart Contract,False,False
0x9fdc0bb3622b933aaf4c6f0f653e35e76dcb76d0,Etheremon: Emont Frenzy Tool,Smart Contract,False,False
0x6c8dce6d842e0d9d109dc4c69f35cf8904fc4cbf,Etheremon: Energy,Smart Contract,False,False
0xcaef67f72114b4d2b4f43e7407455285b7de8de5,Etheremon: Gym,Smart Contract,False,False
0xb67b88a25708a35ae7c2d736d398d268ce4f7f83,Etheremon: Old Token,Smart Contract,False,False
0x721da477f68c71788a262d58853fe6977d86535e,Etheremon: Payment 1,Smart Contract,False,False
0xfec769e54c266de2bc3fa5df7d9f0fe2a1e39461,Etheremon: Payment 2,Smart Contract,False,False
0x8a60806f05876f4d6db00c877b0558dbcad30682,Etheremon: Processor,Smart Contract,False,False
0xbb991caafa1cbbe9502fcd9ced6557c5b3784d42,Etheremon: Rank Battle 1,Smart Contract,False,False
0x022c635044ba01ced1e098bc32e62a954147f2de,Etheremon: Rank Battle 2,Smart Contract,False,False
0x838cda4a4cc873fff10f4d6373ada6636517fa31,Etheremon: Rank Data,Smart Contract,False,False
0x4ba72f0f8dad13709ee28a992869e79d0fe47030,Etheremon: Trade 1,Smart Contract,False,False
0xbd4b50bbf385195c410a625681ff29d439ba61f3,Etheremon: Trade 2,Smart Contract,False,False
0xf3a8f103574bc64358e372ed68e95db0b2bb0936,Etheremon: Transform 1,Smart Contract,False,False
0xa6ff73743b2fd8dedfacea4067a51ef86d249491,Etheremon: Transform 2,Smart Contract,False,False
0x16ecc82b4e3e5ff5a4db8510ed191282a37639b0,Etheremon: Transform 3,Smart Contract,False,False
0xfdf4411669fc6e8951a6ae987307d7582fda7a05,Etheremon: Transform Data,Smart Contract,False,False
0x1fc7bd85293f3982f40d52698df8d26be89360d6,Etheremon: World,Smart Contract,False,False
0x57964e649ea3735757d6898ca56f135f4437e554,EtheremonTrade,Smart Contract,False,False
0x31970fb95c9b5ce8679fd4247675211c9a104d8a,Ethereum,Smart Contract,False,False
0x539efe69bcdd21a83efd9122571a64cc25e0282b,Ethereum Blue Token,Token,False,False
0x259e67e2223bd0cacd31e5bb4974602ccc8644df,Ethereum Card Token,Token,False,False
0xba071d82cb7073f8e18b52bc70a7755609e92827,Ethereum eRush: Deployer 1,Smart Contract,False,False
0xe256a68fa72292f9e884b66d67a601f508b322dc,Ethereum eRush: Deployer 2,Smart Contract,False,False
0x6f7ce347d4fb3d3efb695967812f436b76d03009,Ethereum eRush: Market,Wallet,False,False
0x6f371ca338bbddd0baf719e1d5d0797cce20774f,Ethereum eRush: Old Token,Smart Contract,False,False
0xa96f31f1c187c28980176c3a27ba7069f48abde4,Ethereum Gold Project Token,Token,False,False
0x17e6616c45d267bc20a9892b58a01621c592b72d,Ethereum Message Search Token,Token,False,False
0x56b6431f45d08eed55f34371386326c739eacbcc,Ethereum Meta: Old Token,Smart Contract,False,False
0x79b01b6f2f312c5391e1d9b8fe80f5a991361482,ethereum-generator.cf,Wallet,True,False
0xd49ff3bbb2b2b82538baf25fd5551186bc4994d2,ethereum-mixer.org,Wallet,True,False
0x2b22b2c65b185182786f087c1a0035b5ed76bbb7,ethereum4ever.com,Smart Contract,True,False
0x9c381e161fd6c53bc1ef83949731368501443a35,ethereum4th.com,Wallet,True,False
0xdfb3355981ca3c7ba6ba790b26f02c3737727de7,EthereumBlue: Token Sale,Token,False,False
0x237abde05ac2f992a44436bfee8b3219a329c5a0,ethereumcv.info,Wallet,True,False
0x1036bc312f0279b5889bce88d09a100d411c0abb,ethereumdrop.com,Wallet,True,False
0xbd93c9fe09d09cc560b77753003898f1745a08a7,ethereumdrop.org,Wallet,True,False
0x395604f1db081376d0fe5dc9f154d0946065ccab,Ethereumfund.io 1,Smart Contract,True,False
0x56c7bb2ef6357be01c5dbd8a29a4365aed559596,EthereumGasChain,Smart Contract,False,False
0xd79ab5cd842c068e4f592c18ee3fac4e806d4c31,ethereumgifting.com,Wallet,True,False
0xb046064c7aaeb81b34b5e819d79b20ee1cd87df3,EthereumHoneypotTracker,Smart Contract,False,False
0x486f5f39fbc8f1b4f390e7bfd57c6990dbd59a61,EthereumJS,Smart Contract,False,False
0xad839849a8f366fb6d3d5d028a074ef80f3bb902,EthereumLightning,Smart Contract,False,False
0x1e6a9ba05c5b538fb200056db77d70c63f3d0193,ethereumprize.pro,Wallet,True,False
0xba6f1e885c5a9b97e4a0eb81a5146ea49f53d5c4,ethereumpro.net,Wallet,True,False
0x808be229f98fd0f22d90008bff6bf77cca15d229,ethereumpromo.epizy.com,Wallet,True,False
0x37a8f5f64f2a84f2377481537f04d2a59c9f59b6,EthereumProxy,Smart Contract,False,False
0xfa330d901dad0943e8a82e61e29944f7bfd90044,Ethereumscash,Smart Contract,False,False
0x3d265b2c9e39fa90cf7b174944743b5bc5cb8013,EthereumSoft: Token Sale,Token,False,False
0x4c7e065915f3b1461248da453dae0609253e15f1,ethereumtrans.com,Wallet,True,False
0x7051620d11042c4335069aaa4f10cd3b4290c681,EtherFlyer: Tcash Token,Token,False,False
0x53db08c95d0d6de34d8318970bbcb063f82fcc41,etherfree.tech,Wallet,True,False
0xaed08190bc8ffee00601e80d6d3ceb2b7efea162,EtherGlobal,Smart Contract,False,False
0xf3e727f3c80915ba7715b6803d8469351afd1063,EtherGlobal,Smart Contract,False,False
0x88b4dcbd7071d2811664837848857a52e81f6409,EtherGoldToken,Smart Contract,False,False
0x4d54be5a62f5d9fcf4b17c7ab6e68822c142ec6b,Etherisc: Old Contract,Smart Contract,False,False
0x00391d08b3e68e476a774ada379258264eb74485,Etherisc: Token Sale,Token,False,False
0x397f44292e564bf85ea67a173d28a9fd5d1c6c73,etheriumairdrop.com,Wallet,True,False
0x39df5af51c47256e5c63b3dae1a21f3da4a58e89,Etheriya: Token Sale,Token,False,False
0xd0ed887125a976b7c12a0dfbc626491b48bcec40,EtherizerV1,Smart Contract,False,False
0x723b51b72ae89a3d0c2a2760f0458307a1baa191,EtherizerV2,Smart Contract,False,False
0x395e5461693e0bb5ec78302605030050f69e628d,EtherLegendsToken,Smart Contract,False,False
0x29bef3878b85522ef2afa541dd7477c9e0a2c122,EtherLife.io,Smart Contract,True,False
0xfcb2b80a6fa111f61e7a1165a031221db6a8ea5d,Etherlly,Smart Contract,False,False
0x43e781ad2ac0aae0f215b45097820e940b67671d,Ethermagic.net: Deployer,Smart Contract,False,False
0xf9fe85e19bd533c69067c6e2ff02727d40a54100,ethermixer.com,Wallet,True,False
0x2295d3487c49c1d77ec7cfaff57faa9144ee4ee9,ETHERMYTHICGOLD,Smart Contract,False,False
0x83fccc659eeeee98ca9764b7b34409347dfbc98b,Ethernity.top,Smart Contract,True,False
0x587a38954ad9d4ded6b53a8f7f28d32d28e6bbd0,Ethernity.top: Deployer,Smart Contract,False,False
0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,Etheroll: Contract,Smart Contract,False,False
0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,Etheroll: Contract,Smart Contract,False,False
0xe709c6c933bda30963274d5bdd1e556c655c59fe,Etheroll: Old Contract 1,Smart Contract,False,False
0x805129c7144688224c122c924e3855d5b4fa01d8,Etheroll: Old Contract 2,Smart Contract,False,False
0xece701c76bd00d1c3f96410a0c69ea8dfcf5f34e,Etheroll: Old Contract 3,Smart Contract,False,False
0xd91e45416bfbbec6e2d1ae4ac83b788a21acf583,Etheroll: Old Contract 4,Smart Contract,False,False
0xc6b330df38d6ef288c953f1f2835723531073ce2,Etheropt: Old Contract,Smart Contract,False,False
0x9d40384c8ba1c608e7a4d8f532c6527792006ad9,Etherpaint,Smart Contract,False,False
0x5884412fc79c2b3dd037f21169a3341fc936ba72,Etherparty: Token Sale,Token,False,False
0x0dcc89f3091d3ef66e00fb595ed0fafef4434192,etherparty.in,Wallet,True,False
0x9e81ce024c3ff6be323d69cc888d66904fc6f8ff,Etherpool.network: Deployer,Smart Contract,False,False
0x739194690d334f13104a78784f7fdad48b4067c7,EtherPriceWagers,Smart Contract,False,False
0x5346d0f80e2816fad329f2c140c870ffc3c3e2ef,EtherRouter,Smart Contract,False,False
0xa3efa3aeb27711b51b8bd12d8bf0885d4949f065,ethers-claim.com,Wallet,True,False
0x07bc847f898d370ae6991ee9cc3abd16797e5cff,ethers.cz,Wallet,True,False
0x86fe2696bfbfac26e78aa9020c87f1414879eddf,ethers.today,Wallet,True,False
0x9366876700ca6db41e244c6995770a518e043fa1,ethers.today,Wallet,True,False
0xe5688e09a756ea28a87b9738d1f2c69c19754316,ethers.today,Wallet,True,False
0xdb0387a01592c6a5cb4efc368c1acc0081de86e0,EtherScamDB: Donate,Wallet,False,False
0x71c7656ec7ab88b098defb751b7401b5f6d8976f,Etherscan: Donate,Wallet,False,False
0x71de0d9fea931b42297d94cac5ec915410e1da99,EtherShareQuery,Smart Contract,False,False
0xdf329603bd378021698f9833cd5205b52f9e370e,Ethershift: Old Token,Smart Contract,False,False
0x300758881bf3756b6cb5b2e96f545d7b3566ce3a,Ethersmart.io: Deployer,Smart Contract,False,False
0x46340430971885effa5757ee03356ed228258ac0,EtherSwap,Smart Contract,False,False
0xd63db8f25d7b1199213933883c28a422ff6c8e90,EtherSwap,Smart Contract,False,False
0x6d8de0c10e1adc4c70c9bc34d8693cb7e8c1e4c4,EtherTokenProjectAnteile,Smart Contract,False,False
0xe24b37355ce7205792f7b1df7564874f59bbbfd3,etherum.site123.me,Wallet,True,False
0xae26a1488c38d187ff2f52ae59158edbedcb4069,EtherVirus Token,Token,False,False
0xb3f04f0c276fa1177c1779f6e1e156b2738ea392,Ethervm: Donate,Wallet,False,False
0x67f5e7d54a6db25f14bdeb538edf1df33f8f5a8a,EtherWin,Smart Contract,False,False
0x7f349bcb7ac84403bccaf388df7a9b5322ecc13c,EtherWin,Smart Contract,False,False
0x9b97bb0bf1f65afb024a9d4fdf6037bd12ec3d40,EtherWin,Smart Contract,False,False
0x9d522b16031bb2b009c504ec9eff203c8d890eef,EtherWin,Smart Contract,False,False
0xe15778faf0990795de991c4917fd97896971b898,EtherWin,Smart Contract,False,False
0xfaf33ee481f6b1f878b68c06181e46a2e9226938,EtherWin,Smart Contract,False,False
0xf33068d5e798f6519349ce32669d1ec940db1193,etherzero.org,Wallet,True,False
0x7123b1f3849f9baa25028158af50be4f0681341f,Ethex: IF Token,Token,False,False
0x64aaf2fd9910e9ad85dbbb695664ff8812664e10,ethexchans.com,Wallet,True,False
0x9a5423038bade592e3e35ac04c5ff6813dd3e7df,EthexFreeSpins,Smart Contract,False,False
0xea13ad6f067bd4f2bc35e8dd58b6b56fd4e7e006,EthexFreespins,Smart Contract,False,False
0x7beba6d5f523856c8f51c7080543cf69041036fe,EthexJackpot,Smart Contract,False,False
0x8dc74d28b9821f7f9d0e95ab2d3c66f5276ac474,EthexJackpot,Smart Contract,False,False
0x0e26b2dc8ef577baf50891eac94f0def59b5da16,EthexLoto,Smart Contract,False,False
0x15353f4826c570c68977947c349f7a658905b294,EthexLoto,Smart Contract,False,False
0x1a48be4caa967ec77033de5ddf25f0ac7735d3b1,EthexLoto,Smart Contract,False,False
0xb9846a7d15d188263f99f2da6d1fdab2febdb0a2,EthexLoto,Smart Contract,False,False
0x43386190b78ed35551a104bd374522725b20fe57,EthexSuperprize,Smart Contract,False,False
0x609faecefd5d2730fdc15d44f8d2ab85d30c9f28,EthexSuperprize,Smart Contract,False,False
0x95815fa47ce1a6276e0898c9f74638dcd19136ae,EthexSuperprize,Smart Contract,False,False
0x474758d65891cf15c69941e71f4227e9bce5e9e6,ethf.bid,Wallet,True,False
0xdcdb42c9a256690bd153a7b409751adfc8dd5851,Ethfinex: Old Contract,Smart Contract,False,False
0xbaea5bc6568dcb1f1c5aa24223a47333a6b3a8f5,Ethfinex: Old Contract 2,Smart Contract,False,False
0x93dc6a333a99c0ede1cd346ccf079ea8451013db,Ethfinex: Old Contract 3,Smart Contract,False,False
0x42cad86beef643b6669a3f134b67d4287edaddd3,EthfinexAdapter,Smart Contract,False,False
0x8b866c709bf85303abf9fb9082475c31aaf02ea5,ETHGain,Smart Contract,False,False
0x14eee554dd47e1812d4de1b450bc47ea3ca6565d,EthGame,Smart Contract,False,False
0x23275328ac2ac8e8ddad46f487de71d23129a5c0,EthGame,Smart Contract,False,False
